DATA DO ENVIO,PROTOCOLO,MUNICÍPIO,PRESTADORA,TIPO,NATUREZA,COMUNICAÇÃO,ÁREAS AFETADAS,DIA INICIAL,DIA PREVISTO PARA TÉRMINO,ESTRUTURA,RESPONSÁVEL,MOTIVO DO CANCELAMENTO
"2 de fev. de 2026, 09:09:13",BRK00003165,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (02/02/2026),Riacho Doce e Guaxuma e Garça Torta,01-02-2025,02-02-2025,Elevatória de Água de Riacho Doce,CASAL," "
"2 de fev. de 2026, 09:00:59",CASAL00002805,SÃO JOSÉ DA TAPERA,CASAL,Emergencial,"Falta de Energia na EEAT-02, Estação Pertence Ao Sistema Coletivo, Prejudicando O Abastecimento de Toda Bacia Leiteira.Aberto",Divulgado pela ASCOM,Cacimbinhas Carneiros Dois Riachos Maravilha Monteirópolis Olivença Ouro Branco Palestina Poço das Trincheiras Santana do Ipanema São José da Tapera Senador Rui Palmeira Batalha Jacaré dos Homens Major Izidoro Olho D’água das Flores,01-02-2026,01-02-2026,EE-Tapera,EQTL," "
"2 de fev. de 2026, 09:00:34",CASAL00002804,MACEIÓ,CASAL,Emergencial,Vistoriadores Constataram Que A Elevatória Não Está Recalcando Normalmente e Indicaram Possível Obstrução. Necessário A Inspeção da Equipe de Manutenção.,Divulgado pela ASCOM,Maceió,01-02-2026,,EEAT Riacho Doce (Poços 01 e 02),CASAL," "
"2 de fev. de 2026, 09:00:13",CASAL00002803,MACEIÓ,CASAL,Emergencial,Vistoriador Constatou Que O Poço Estava Parado e Prontamente Restabeleceu O Funcionamento do Sistema.,Divulgado pela ASCOM,Maceió,01-02-2026,01-02-2026,P-Mac-Bl-08,CASAL," "
"2 de fev. de 2026, 08:59:52",CASAL00002802,MACEIÓ,CASAL,Emergencial,Vistoriador Constatou Que O Poço Estava Parado e Prontamente Restabeleceu O Funcionamento do Sistema.,Divulgado pela ASCOM,Maceió,01-02-2026,01-02-2026,P-Mac-Bl-08,CASAL," "
"2 de fev. de 2026, 08:59:07",CASAL00002801,MACEIÓ,CASAL,Emergencial,Vistoriador Constatou Que O Poço Estava Parado e Prontamente Restabeleceu O Funcionamento do Sistema.,Divulgado pela ASCOM,Maceió,01-02-2026,01-02-2026,P-Mac-Bl-07,CASAL," "
"2 de fev. de 2026, 08:58:26",CASAL00002800,JUNQUEIRO,CASAL,Emergencial,Desarme no CMB da Captação na EEabc-Riachão Causada Por Sobretensão.,Divulgado pela ASCOM,Junqueiro São Sebastião,01-02-2026,01-02-2026,EEabc Riachão,CASAL," "
"2 de fev. de 2026, 08:58:08",CASAL00002799,MACEIÓ,CASAL,Emergencial,"Durante A Vistoria, Foi Constatado Que O Poço Encontrava-Se Desligado, Sendo Prontamente Religado Pelos Vistoriadores.",Divulgado pela ASCOM,Maceió,30-01-2026,01-02-2026,P-Mac-Ant-04,CASAL," "
"2 de fev. de 2026, 08:57:48",CASAL00002798,MACEIÓ,CASAL,Emergencial,"Durante A Vistoria, Foi Constatado Que O Poço Encontrava-Se Desligado, Sendo Prontamente Religado Pelos Vistoriadores. Verificou-Se, Ainda, Que O Quadro de Energia Está Sem A Proteção de Disjuntor, O Que Representa Risco Elétrico. Faz-Se Necessária Intervenção Imediata Para Evitar Acidentes.",Divulgado pela ASCOM,Maceió,31-01-2026,01-02-2026,P-Mac-Cj-02,CASAL," "
"2 de fev. de 2026, 08:57:27",CASAL00002797,RIO LARGO,CASAL,Emergencial,"Poço Encontrado Parado Pelo Plantonista. Após Reset O Poço Não Entrou em Operação., Necessário Intervenção da Equipe de Manutenção.",Divulgado pela ASCOM,Rio Largo,31-01-2026,,P-Rlg-Tg-01,CASAL," "
"2 de fev. de 2026, 08:56:51",CASAL00002796,MACEIÓ,CASAL,Emergencial,Desligamento Solicitado Pela Brk Para Manutenção Emergencial no Macro. (E-Mail Anexo),Divulgado pela ASCOM,Maceió,31-01-2026,,P-Mac-Cpb-01 (Analisar 01Ou02),BRK," "
"2 de fev. de 2026, 08:56:29",CASAL00002795,MACEIÓ,CASAL,Emergencial,"Poço Parado Por Solicitação da Brk Para Adequação do Macro. (Apesar de Ter Sido Solicitado O Desligamento Como Programada, Não Foi Encontrado Registro de Comunicado Para Tal Parada). Autorizado Pelo Coordenador Via Whatsapp.",Divulgado pela ASCOM,,31-01-2026,31-01-2026,P-Mac-Sb-03,BRK," "
"2 de fev. de 2026, 08:56:08",CASAL00002794,MACEIÓ,CASAL,Emergencial,Brk Informou Que Seu Bv Levou Um Choque Ao Tentar Desligar O Poço Para Reparo de Vazamento no Barrilete. (Vazamento de Corrente Sanado Após Intervenção de Equipe de Manutenção.),Divulgado pela ASCOM,Maceió,31-01-2026,31-01-2026,P-Mac-Js-02A,CASAL," "
"2 de fev. de 2026, 08:55:43",CASAL00002793,MATRIZ DE CAMARAGIBE,CASAL,Emergencial,Vazamento na Rede Que Abastece O Rel.,Divulgado pela ASCOM,Matriz de Camaragibe,31-01-2026,,P-Mat-Fuza 10,VERDE," "
"2 de fev. de 2026, 08:55:23",CASAL00002792,PORTO DE PEDRAS,CASAL,Emergencial,Parou de Chegar Água na ETA,Divulgado pela ASCOM,,24-01-2026,25-01-2026,EEab Porto de Pedras,EQTL," "
"2 de fev. de 2026, 08:55:01",CASAL00002791,MACEIÓ,CASAL,Emergencial,Desligamento dos Poços  P-He 01 e 02 Para Reparo de Um Vazamento.,Divulgado pela ASCOM,,30-01-2026,30-01-2026,P-Mac-He-02A,BRK," "
"2 de fev. de 2026, 08:53:15",CASAL00002790,MACEIÓ,CASAL,Emergencial,Desligamento dos Poços  P-He 01 e 02 Para Reparo de Um Vazamento.,Divulgado pela ASCOM,,30-01-2026,30-01-2026,P-Mac-He-01A,BRK," "
"2 de fev. de 2026, 08:52:41",CASAL00002789,MACEIÓ,CASAL,Emergencial,Sistema Parado Por Falta de Energia.,Divulgado pela ASCOM,,30-01-2026,30-01-2026,EEabc Aviação,EQTL," "
"2 de fev. de 2026, 08:52:19",CASAL00002788,MACEIÓ,CASAL,Emergencial,Sistema Parado Por Falta de Energia.,Divulgado pela ASCOM,Maceió,30-01-2026,30-01-2026,EEabc Rio Novo,EQTL," "
"2 de fev. de 2026, 08:51:48",CASAL00002787,MACEIÓ,CASAL,Emergencial,Poço Parado Por Falta de Energia.,Divulgado pela ASCOM,Maceió,30-01-2026,,P-Mac-Lm-01,EQTL," "
"2 de fev. de 2026, 08:50:48",CASAL00002786,MACEIÓ,CASAL,Emergencial,Poço Parado A Pedido da Cco/Brk Para Manutenção na Rede.,Divulgado pela ASCOM,Maceió,30-01-2026,30-01-2026,P-Mac-Tab-08,BRK," "
"2 de fev. de 2026, 08:50:26",CASAL00002785,MACEIÓ,CASAL,Emergencial,"Poço Parado Por Falha Elétrica, Demanda Encaminhada A Manutenção.",Divulgado pela ASCOM,,30-01-2026,,P-Mac-Ol-04,CASAL," "
"2 de fev. de 2026, 08:49:55",CASAL00002784,MACEIÓ,CASAL,Emergencial,"Sistema Parado Por Falta de Potencial Energético, Demanda Encaminhada A Cco/Brk.",Divulgado pela ASCOM,Maceió,30-01-2026,,EEAT-Aviação,EQTL," "
"2 de fev. de 2026, 08:49:32",CASAL00002783,MACEIÓ,CASAL,Emergencial,Poço Funcionando Após Reset no Quadro de Comando Realizado Pela Manutenção,Divulgado pela ASCOM,Maceió,30-01-2026,30-01-2026,P-Mac-Bb-09A,CASAL," "
"2 de fev. de 2026, 08:48:22",CASAL00002782,MACEIÓ,CASAL,Emergencial,Poço Parado A Pedido da Cco/Brk Para Manutenção Ne Rede de Distribuição.,Divulgado pela ASCOM,Maceió,30-01-2026,,P-Mac-Nsa-01,BRK," "
"2 de fev. de 2026, 08:47:52",CASAL00002781,MACEIÓ,CASAL,Emergencial,Poço Parado A Pedido da Cco/Brk Para Manutenção Ne Rede de Distribuição.,Divulgado pela ASCOM,Maceió,30-01-2026,,P-Mac-Va-01,BRK," "
"2 de fev. de 2026, 08:47:19",CASAL00002780,MACEIÓ,CASAL,Emergencial,Falta de Energia.,Divulgado pela ASCOM,Maceió,30-01-2026,30-01-2026,ETA-Aviação,EQTL," "
"2 de fev. de 2026, 08:46:45",CASAL00002779,MACEIÓ,CASAL,Emergencial,Falta de Energia.,Divulgado pela ASCOM,Maceió,30-01-2026,30-01-2026,ETA-Aviação,," "
"2 de fev. de 2026, 08:46:09",CASAL00002778,MACEIÓ,CASAL,Emergencial,Falta de Energia.,Divulgado pela ASCOM,Maceió,30-01-2026,,ETA-Aviação,EQTL," "
"2 de fev. de 2026, 00:11:51",BRK00003164,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Massagueira,01-02-2026,02-02-2026,Registro Casa Das Argamassas,BRK," "
"1 de fev. de 2026, 23:23:27",BRK00003163,BARRA DE SÃO MIGUEL,BRK,Emergencial,Manutenção no Sistema de Tratamento,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Centro e Barra Mar e Conj. Alto da Barra,01-02-2026,02-02-2026,Sistema Barra de São Miguel,CASAL," "
"1 de fev. de 2026, 23:21:41",BRK00003162,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Massagueira,01-02-2026,02-02-2026,Registro Casa Das Argamassas,BRK,HORÁRIO INFORMADO INCORRETO.
"1 de fev. de 2026, 21:48:00",BRK00003161,BARRA DE SÃO MIGUEL,BRK,Emergencial,Manutenção no Sistema de Tratamento,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Centro e Barra Mar e Conj. Alto da Barra,01-02-2026,02-02-2026,Sistema Barra de São Miguel,BRK,RESPONSÁVEL INCORRETO.
"1 de fev. de 2026, 21:22:05",BRK00003160,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Massagueira,01-02-2026,02-02-2026,Registro Bar do Pato,BRK," "
"1 de fev. de 2026, 21:00:24",BRK00003159,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Massagueira,01-02-2026,02-02-2026,Registro Agropet,BRK," "
"1 de fev. de 2026, 20:54:36",BRK00003158,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Massagueira,01-02-2026,02-02-2026,Registro Bar do Pato,BRK,LATITUDE E LONGITUDE INCORRETA.
"1 de fev. de 2026, 17:59:49",BRK00003157,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Riacho Doce e Guaxuma e Garça Torta,01-02-2025,02-02-2025,Elevatória de Água de Riacho Doce,BRK Raony Bismarck,RESPOSABILIDADE INFORMADA ERRADA.
"1 de fev. de 2026, 15:06:29",BRK00003156,MARECHAL DEODORO,BRK,Emergencial,Manobra Operacional,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Massagueira,30-01-2026,01-02-2026,Registro da Massagueira,BRK Raony Bismarck," "
"1 de fev. de 2026, 14:06:34",ADS00000740,DELMIRO GOUVEIA,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,Delmiro Gouveia - Povoado São Sebastiao,2026-02-01,2026-02-02,Adutora,Casal," "
"1 de fev. de 2026, 13:59:58",BRK00003155,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Poço e Jatiúca,01-02-2026,01-02-2026,Dmc'S Trav. Dona Constança e Praça da Bíblia,BRK Raony Bismarck," "
"1 de fev. de 2026, 11:43:49",BRK00003154,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Farol,01-02-2026,01-02-2026,Registro Mondo,BRK Raony Bismarck," "
"1 de fev. de 2026, 11:29:31",ADS00000739,OLHO D'ÁGUA DAS FLORES,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Batalha - Urbana, Cacimbinhas - Urbana, Carneiros - Urbana, Dois Riachos - Urbana, Jacaré dos Homens - Urbana, Jaramataia - Urbana, Maravilha - Urbana, Major Isidoro - Urbana, Monteirópolis - Urbana, Olho d'Água das Flores - Urbana, Olivença - Urbana, Ouro branco -Urbana, Palestina - Urbana, Pão de Açúcar - Urbana, Pão de Açúcar - Lagoa de Pedra, Pão de Açúcar - Bonfim Impueiras, Pão de Açúcar - Machado, Pão de Açúcar - Meiruz, Pão de Açúcar - Impueiras Pé de Serra, Poço das trincheiras - Urbana, Santana do Ipanema - Urbana, Santana do Ipanema - Areias Branca, São José da Tapera - Urbana e Senador Rui Palmeira - Urbana",2026-02-01,2026-02-01,Queda de Energia,Equatorial," "
"1 de fev. de 2026, 10:44:40",ADS00000738,SÃO BRÁS,ADS,Emergencial,Eletromecânica - Falha em CMB,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,São Brás - Tibiri,2026-02-01,2026-02-01,Captação,Águas do Sertão," "
"1 de fev. de 2026, 08:48:23",BRK00003153,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Conj. Gama Lins e Cidade Universitária,12-12-2025,04-02-2026,Poço P-Gl 02,CASAL," "
"1 de fev. de 2026, 08:28:50",BRK00003152,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Gislene Matheus,01-02-2026,01-02-2026,Poço Md 36,BRK Raony Bismarck," "
"1 de fev. de 2026, 08:17:01",BRK00003151,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (01/02/2026),Gislene Matheus,01-02-2026,01-02-2026,Poço Md 36,BRK Raony Bismarck,HORÁRIO INICIO E FIM INCORRETO.
"31 de jan. de 2026, 18:27:49",BRK00003150,RIO LARGO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (31/01/2026),RES. TAVARES GRANJA,31-01-2026,01-02-2026,Poço Tg-01,CASAL," "
"31 de jan. de 2026, 11:08:42",BRK00003149,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (31/01/2026),CONJ. Jardim da Serraria e Serraria,31-01-2026,31-01-2026,Poço P-Js 02,BRK," "
"31 de jan. de 2026, 10:24:15",BRK00003148,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (31/01/2026),CONJ. José Tenório e Serraria,31-01-2026,31-01-2026,Poço P-Js 02,BRK,ÁREAS AFETADAS INCORRETO.
"31 de jan. de 2026, 01:28:52",BRK00003147,MACEIÓ,BRK,Emergencial,Falta de Energia Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (31/01/2026),LOT. Mainá e Cidade Universitária,30-01-2026,31-01-2026,Poço P-Lm 01,EQUATORIAL," "
"31 de jan. de 2026, 00:14:33",BRK00003146,MARECHAL DEODORO,BRK,Emergencial,Falta de Fase,A comunicação de paralisação emergencial foi realizada nesta data (31/01/2026),Francês,30-01-2026,31-01-2026,Poço Md 26,EQUATORIAL," "
"30 de jan. de 2026, 22:46:44",BRK00003145,ATALAIA,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (30/01/2026),Povoado Branca e Zona Rural,30-01-2026,31-01-2026,Poço At 03,BRK," "
"30 de jan. de 2026, 17:24:33",BRK00003144,MACEIÓ,BRK,Emergencial,Falta de Energia Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (30/01/2026),Lot. Mainá e Cidade Universitária,30-01-2026,31-01-2026,Poço P-Lm 01,EQUATORIAL," "
"30 de jan. de 2026, 17:07:38",BRK00003143,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (30/01/2026),Centro e Santa Luzia,30-01-2026,31-01-2026,Reservatório Bsa 01,BRK Raony Bismarck," "
"30 de jan. de 2026, 16:39:34",BRK00003142,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (30/01/2026),Poço e Pajuçara e Jaraguá,30-01-2026,31-01-2025,Dmc Inacio Gracindo,BRK Raony Bismarck," "
"30 de jan. de 2026, 15:50:26",ADS00000737,DELMIRO GOUVEIA,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Delmiro Gouveia - Vila Szebu, Delmiro Gouveia - Sinimbu, Delmiro Gouveia - Jardim cordeiro e Pariconha - Caraibeiras dos Teodosios",2026-01-30,2026-01-30,Captação,Casal," "
"30 de jan. de 2026, 15:46:53",BRK00003141,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (30/01/2026),Centro e Santa Luzia,30-01-2026,31-01-2026,Poço Bsa 01,BRK,NOME DA ESTRUTURA ERRADA.
"30 de jan. de 2026, 15:31:06",BRK00003140,MACEIÓ,BRK,Emergencial,À Adequação do Macromedidor,A comunicação de paralisação emergencial foi realizada nesta data (30/01/2026),Tabuleiro dos Martins,30-01-2026,30-01-2026,Poço P-T 08,BRK," "
"30 de jan. de 2026, 15:29:02",BRK00003139,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (30/01/2026),Centro e Santa Luzia,30-01-2026,31-01-2026,Poço Bsa 01,BRK,NOME DA ESTRUTURA ERRADA.
"30 de jan. de 2026, 15:20:14",ADS00000736,DELMIRO GOUVEIA,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,Delmiro Gouveia - Urbana,2026-01-30,2026-01-30,Rede de Distribuiçao,Águas do Sertão," "
"30 de jan. de 2026, 15:15:02",BRK00003138,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),CONJ. MOACIR ANDRADE e BENEDITO BENTES,11-02-26,11-02-26,P-Ma 01 (Poço Moacir Andrade 01),BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente]," "
"30 de jan. de 2026, 15:10:24",BRK00003137,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),CHÃ DE JAQUEIRA,11-02-26,11-02-26,P-Cjs 02,BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente]," "
"30 de jan. de 2026, 15:06:03",BRK00003136,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),CONJ. MOACIR ANDRADE e BENEDITO BENTES,11-02-26,11-02-26,"Conj. Moacir Andrade, Benedito Bentes",BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente],A paralisação foi cancelada pois a estrutura informada está incorreta.
"30 de jan. de 2026, 15:03:06",BRK00003135,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),CHÃ DE JAQUEIRA,10-02-26,10-02-26,P-Cj 01 (Poço Chã da Jaqueira 01),BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente]," "
"30 de jan. de 2026, 15:00:21",BRK00003134,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),BENEDITO BENTES,10-02-26,10-02-26,P-Cjs 03,BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente]," "
"30 de jan. de 2026, 14:51:55",BRK00003133,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),MONTE ALEGRE e JARDIM PETROPOLIS,10-02-26,10-02-26,P-Mal 03 (Poço Monte Alegre 03),BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente]," "
"30 de jan. de 2026, 14:40:24",BRK00003132,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),Jacintinho,09-02-26,09-02-26,P-J 12 (Poço Jacintinho 12),BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente]," "
"30 de jan. de 2026, 14:39:04",VAA00000965,ANADIA,VAA,Emergencial,Vazamento da Rede de Distribuição/Adutora,"Nota publicada no site da Verde Alagoas, grupos de whatsapp e e-mail","Rua Neto Bomfim, Rua Divaldo Suruagy, Rua João Sapucaia, Loteamento Nossa Senhora Da Piedade e Rua Juvenal Caetano e Alto Do Patricio.",30-01-2026 13:50,30-01-2026 17:00,Distribuição,VERDE ALAGOAS," "
"30 de jan. de 2026, 14:34:24",BRK00003131,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),Jacintinho,09-02-26,09-02-26,P-J 02 (Poço Jacintinho 02),BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente]," "
"30 de jan. de 2026, 14:25:59",ADS00000735,MONTEIRÓPOLIS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,Monteirópolis - Bola,2026-01-30,2026-01-30,Vazamento em Rede Causado Por Terceiros,Prefeitura," "
"30 de jan. de 2026, 14:16:26",BRK00003130,MACEIÓ,BRK,Programada,Adequação de Macromedidor,A comunicação foi realizada nesta data (30/01/2026),RIACHO DOCE,09-02-26,09-02-26,P-Rd 03 (Poço Riacho Doce 03),BRK Fábio Luiz Jr. Perdas – Engenharia BRK RMM BRK Ambiental Participações S.A. [Uma imagem contendo Ícone  Descrição gerada automaticamente]," "
"30 de jan. de 2026, 14:15:35",VAA00000966,PORTO DE PEDRAS,VAA,Programada,Manutenção Programada - Casal,"Nota publicada no site da Verde Alagoas, grupos de whatsapp e e-mail",Centro e Curtume e Salinas,03-02-2026 08:00,03-02-2026 17:00,ETA (Casal),CASAL," "
"30 de jan. de 2026, 14:15:35",VAA00000964,PORTO DE PEDRAS,VAA,Programada,Manutenção Programada - Casal,"Nota publicada no site da Verde Alagoas, grupos de whatsapp e e-mail",Centro e Curtume e Salinas,03-02-2026 08:00,03-02-2026 17:00,ETA (Casal),CASAL,Paralisação Duplicada com: VAA00000966
